"Time","instance","Value #sql count","Value #qps","Value #iops in progress","Value #cpu","Value #disk write bytes","Value #read batch latency p99","Value #exec latency p99","Value #admission wait queue length","Value #admission wait rate","Value #goroutines per cpu","Value #l0 sublevels","Value #l0 files","Value #quota used","Value #disk read bytes","Value #replica read bytes","Value #replica write bytes","Value #read keys","Value #write keys","Value #io tokens exhausted","Value #heartbeat latency p99","Value #rocksdb ingested bytes","Value #l0 ingested bytes","Value #l1 ingested bytes","Value #l2 ingested bytes","Value #l3 ingested bytes","Value #l4 ingested bytes","Value #l5 ingested bytes","Value #l6 ingested bytes","Value #kv used slots / total","Value #command latency p99","Value #compaction write bytes","Value #compaction read bytes","Value #write stall duratiion","Value #replicas","Value #leaseholders"
2022-08-30 18:29:45.000,34.138.219.104:26258,33.3,40.9,0.167,0.100,114419599,318012,3741866,0,0,0.0781,0,0,0,0,1994746,873868,52.0,602,0,7009730,0,0,0,0,0,0,0,0,0,150310,104199548,107547367,0,3053,992
2022-08-30 18:30:00.000,34.138.219.104:26258,33.3,41.2,0.167,0.101,115555109,2660105,3772370,0,0,0.0262,0,0,0,0,1972929,888031,51.4,602,0,7001865,0,0,0,0,0,0,0,0,0.200,151812,103437145,107065846,0,3053,992
2022-08-30 18:30:15.000,34.138.219.104:26258,33.3,45.1,0,0.113,117257929,2401191,3685962,0,0,0.0312,0,0,0,0,4172745,914844,84.6,600,0,6991379,0,0,0,0,0,0,0,0,0,161362,103310986,106923779,0,3053,992
2022-08-30 18:30:30.000,34.138.219.104:26258,33.3,45.3,0,0.107,118169755,2400723,3708725,0,0,0.0162,0,0,0.0200,0,4128653,926938,83.8,600,0,6986137,0,0,0,0,0,0,0,0,0.200,158394,106837880,110882212,0,3053,992
2022-08-30 18:30:45.000,34.138.219.104:26258,33.3,45.8,0,0.101,121966973,2193842,3668918,0,0,0.0356,0,0,0.0200,0,4043100,951299,82.1,599,0,7392460,0,0,0,0,0,0,0,0,0.200,151620,110571693,114244047,0,3053,992
2022-08-30 18:31:00.000,34.138.219.104:26258,33.3,46.1,0,0.0986,124252414,372407,3869900,0,0,0.0350,0,0,0.0200,0,4001717,964013,81.3,599,0,7381974,0,0,0,0,0,0,0,0,0,143222,113126741,116607179,0,3053,992
2022-08-30 18:31:15.000,34.138.219.104:26258,33.3,46.6,0,0.101,126556697,370441,3933470,0,0,0.0294,0,0,0,0,3921477,988315,79.7,598,0,7361003,0,0,0,0,0,0,0,0,0,145306,109037984,112877114,0,3053,992
2022-08-30 18:31:30.000,34.138.219.104:26258,33.3,46.9,0,0.101,127339541,363888,3960012,0,0,0.0187,0,0,0,205,3882611,1000056,78.9,597,0,7345274,0,0,0,0,0,0,0,0,0,148744,109612953,113262064,0,3053,992
2022-08-30 18:31:45.000,34.138.219.104:26258,33.3,47.3,0,0.0992,128807689,431226,4001299,0,0,0.0175,0,0,0,205,3807040,1022766,77.4,596,0,7324302,0,0,0,0,0,0,0,0,0.200,153094,112434766,116273669,0,3053,992
2022-08-30 18:32:00.000,34.138.219.104:26258,33.3,47.5,0,0.102,129340155,434339,3962633,0,0,0.0150,0,0,0.0200,205,3770446,1033406,76.7,596,0,7313817,0,0,0,0,0,0,0,0,0,150173,108024548,111705221,0,3053,992
2022-08-30 18:32:15.000,34.138.219.104:26258,33.3,48.0,0,0.105,131448832,480706,3914857,0,0,0.0187,0,0,0.0200,410,3699291,1054523,75.3,595,0,7287602,0,0,0,0,0,0,0,0,0,145870,117932800,121321784,0,3053,992
2022-08-30 18:32:30.000,34.138.219.104:26258,33.3,48.2,0,0.104,132117214,479886,3787886,0,0,0.0337,0,0,0.0200,410,3664666,1065493,74.6,594,0,7277116,0,0,0,0,0,0,0,0,0,144687,118641629,122201209,0,3053,992
2022-08-30 18:32:45.000,34.138.219.104:26258,33.3,48.5,0,0.103,133326181,496762,3763600,0,0,0.0200,0,0,0,205,3597580,1083743,73.3,593,0,7256145,0,0,0,0,0,0,0,0,0.200,148712,113654400,116904166,0,3053,992
2022-08-30 18:33:00.000,34.138.219.104:26258,33.3,48.7,0,0.102,133853015,498400,3759668,0,0,0.00812,0,0,0,410,3564895,1092687,72.7,593,0,7240416,0,0,0,0,0,0,0,0,0,149945,113920294,117328970,0,3053,992
2022-08-30 18:33:15.000,34.138.219.104:26258,33.3,52.0,0,0.337,135220429,3226500,4176936,0,0,0.0237,0,0,0,410,6457563,1110506,117,592,0,7219445,0,0,0,0,0,0,0,0,0,160962,119636882,123842800,0,3053,992
2022-08-30 18:33:30.000,34.138.219.104:26258,33.3,52.1,0,0.0989,135686342,3225681,4203041,0,0,0.0175,0,0,0,205,6401707,1118246,116,592,0,7208959,0,0,0,0,0,0,0,0,0.200,155193,118303132,121608726,0,3053,992
2022-08-30 18:33:45.000,34.138.219.104:26258,33.3,52.4,0,0.104,137040479,3227811,4294633,0,0,0.0169,0,0,0,205,6290855,1135656,114,591,0,7182745,0,0,0,0,0,0,0,0,0,153215,122635725,126575923,0,3053,992
2022-08-30 18:34:00.000,34.138.219.104:26258,33.3,52.6,0,0.103,137999466,3003420,3832326,0,0,0.0212,0,0,0,0,6238827,1145320,113,591,0,7172259,0,0,0,0,0,0,0,0,0,146013,125753946,129362305,0,3053,992
2022-08-30 18:34:15.000,34.138.219.104:26258,33.3,52.9,0,0.0997,138974201,493321,3882133,0,0,0.0300,0,0,0,0,6148970,1165769,111,590,0,7151287,0,0,0,0,0,0,0,0,0.200,145776,119233060,122670820,0,3053,992
2022-08-30 18:34:30.000,34.138.219.104:26258,33.3,53.1,0,0.0987,139504958,492830,3794861,0,0,0.0325,0,0,0,0,6102680,1174894,110,590,0,8037334,0,0,0,0,0,0,0,0,0,147815,119250067,122535609,0,3053,992
2022-08-30 18:34:45.000,34.138.219.104:26258,33.3,53.3,0,0.108,140895112,492666,3788744,0,0,0.0437,0,0,0,0,6002327,1192335,109,589,0,7974419,0,0,0,0,0,0,0,0,0,151025,123445310,127141081,0,3053,992
2022-08-30 18:35:00.000,34.138.219.104:26258,33.3,53.4,0.167,0.105,141889790,399605,3796543,0,0,0.0244,0,0,0,0,5953060,1199556,108,588,0,7942962,0,0,0,0,0,0,0,0,0,149856,129609235,133303836,0,3053,992
2022-08-30 18:35:15.000,34.138.219.104:26258,33.3,53.7,0.167,0.106,143070865,447610,3925044,0,0,0.0200,0,0,0,0,5858478,1216177,106,588,0,7864319,0,0,0,0,0,0,0,0,0,143349,123818934,126698999,0,3053,992
